,university_name,professor_name,ave_if,num_of_pub,overall_impact,impact_level,Community Contribution
1165,University of Sydney,Omid Kavehei,6.361111111111111,1.8,18.18397108245401,2,Tier 4
1166,Nanyang Technological University,Chen Lin,8.99090909090909,2.2,34.25131018838789,3,Tier 3
1167,University of Michigan,Peter Ma,8.792741935483873,12.4,187.74876711567407,5,Tier 1
1168,University of Michigan,Cheri Deng,5.574193548387097,3.1,26.551511498924203,2,Tier 4
1169,University of Michigan,Ariella Shikanov,7.4661016949152526,5.9,72.81475423633887,4,Tier 2
1170,Georgia Institute of Technology,Pinar Keskinocak,4.234782608695652,4.6,27.944525055638305,2,Tier 4
1171,Shanghai Jiao Tong University,Liqin Xiong,7.154166666666666,2.4,28.080837642842745,2,Tier 4
1172,University of Pennsylvania,Andrew Tsourkas,7.014285714285714,7.0,79.90562543483918,4,Tier 2
1173,University of California San Diego,Shankar Subramaniam,9.801333333333332,7.5,130.06717647385446,5,Tier 1
1174,Cornell University,Michael G Kaplitt,5.959999999999999,4.0,37.249274289192634,3,Tier 3
1175,University of Toronto,Jonathan Rocheleau,7.4125000000000005,2.4,29.353988832851034,2,Tier 4
1176,University of Sydney,Young No,8.346666666666668,1.5,21.280537658535724,2,Tier 4
1177,University of Pittsburgh,Jesus Tejero,7.702777777777775,3.6,46.19678066893133,3,Tier 3
1178,University of California Los Angeles,Ausaf Bari,4.35,4.2,26.385228621934584,2,Tier 4
1179,University of California San Diego,David Gough,12.8,0.1,2.4210985190481304,0,Tier 6
1180,Shanghai Jiao Tong University,Yaoyu Zhang,4.369230769230769,1.3,8.212012117987328,1,Tier 5
1181,Johns Hopkins University,Paul Nagy,5.254054054054055,3.7,29.43200812545078,2,Tier 4
1182,Tsinghua University,Luo Jianwen,3.4103448275862074,8.7,40.319684001308964,3,Tier 3
1183,Georgia Institute of Technology,Michelle Laplaca,4.213636363636364,2.2,13.281404305864818,1,Tier 5
1184,Imperial College London,James E Moore Jr,5.308333333333333,2.4,19.33788506068791,2,Tier 4
1185,Nanyang Technological University,Ni Ran,8.905405405405405,3.7,56.920517863444246,4,Tier 2
1186,Georgia Institute of Technology,Peter Kasson,4.35,0.2,1.2564394581873612,0,Tier 6
1187,University of Pittsburgh,Zervantonakis Ioannis,12.347058823529412,1.7,39.34624735613707,3,Tier 3
1188,University of California San Francisco,Sook W Yee,11.931372549019608,5.1,113.09233843995024,4,Tier 2
1189,University of Pittsburgh,Mayo J Patrick,4.5777777777777775,0.9,6.026440772270833,0,Tier 6
1190,University of Pittsburgh,Sell Timothy,2.1600000000000006,3.0,7.855764282182714,1,Tier 5
1191,Georgia Institute of Technology,Annabelle Singer,10.594736842105263,1.9,36.31753120606588,3,Tier 3
1192,Georgia Institute of Technology,Marcus Cicerone,4.633333333333333,0.9,6.117999559192807,0,Tier 6
1193,Duke University,Stephen W Smith,2.7199999999999998,0.5,1.7465504476129423,0,Tier 6
1194,University of Washington,Daniel M Ratner,4.393750000000001,1.6,10.178040170611121,1,Tier 5
1195,University of Pennsylvania,Alison Pouch,4.305555555555555,3.6,22.327443421407033,2,Tier 4
1196,University of California Los Angeles,Kyung H Sung,7.625,0.4,5.06827068294464,0,Tier 6
1197,Duke University,Kafui Dzirasa,12.523529411764704,3.4,80.10089010432667,4,Tier 2
1198,University of Toronto,Boris Hinz,9.402597402597403,7.7,126.77993549037893,5,Tier 1
1199,Nanyang Technological University,Lim Sierin,7.316666666666666,5.4,64.98084389395669,4,Tier 2
1200,University of California San Diego,Gert Cauwenberghs,7.229629629629629,2.7,32.0080211708561,2,Tier 4
1201,University of British Columbia,Purangabolmaesumi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1202,University of Toronto,Yoav Finer,4.88,3.0,21.75935572883232,2,Tier 4
1203,University of British Columbia,Davidwilson,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1204,Duke University,Sharon Gerecht,8.521052631578947,1.9,27.661145474997117,2,Tier 4
1205,Massachusetts Institute of Technology,Cullen Buie,9.94,2.5,44.12380830822653,3,Tier 3
1206,University of Toronto,Robert Harrison,6.053571428571429,2.8,26.587201090685994,2,Tier 4
1207,Shanghai Jiao Tong University,Jian Ye,6.73010752688172,9.3,100.81158717169797,4,Tier 2
1208,Imperial College London,Juan A Gallego,11.94,1.0,22.19501324308509,2,Tier 4
1209,University of California San Diego,Daniela Valdez-jasso,4.123529411764706,1.7,9.989305428259128,1,Tier 5
1210,University of Pennsylvania,Jennifer M Lynch,4.311764705882354,1.7,10.562524710198764,1,Tier 5
1211,University of Pittsburgh,Musahl Volker,3.3198863636363636,17.6,78.87088080827951,4,Tier 2
1212,Imperial College London,Aldo Faisal,9.234285714285713,3.5,56.34069228166795,4,Tier 2
1213,University of British Columbia,Ivan Robertnabi,6.853488372093023,4.3,47.68239443076052,3,Tier 3
1214,University of California San Diego,Erik B Kistler,6.404347826086956,2.3,23.432653711163987,2,Tier 4
1215,Shanghai Jiao Tong University,Weiliang Xia,6.073529411764706,6.8,64.83512259741948,4,Tier 2
1216,Shanghai Jiao Tong University,Xiaowei Li,7.649618320610688,13.1,166.6560191371139,5,Tier 1
1217,University of Cambridge,Thierry Savin,11.728571428571428,0.7,15.193381270892788,1,Tier 5
1218,Shanghai Jiao Tong University,Jianqi Sun,4.47,1.0,6.499566684665546,0,Tier 6
1219,National University of Singapore,Jennifer Young,8.66,0.5,7.427922594459692,1,Tier 5
1220,University of Toronto,Frank Gu,6.33,2.0,20.08096749641223,2,Tier 4
1221,Peking University,Yifu Qiu,16.91538461538461,1.3,44.59597862452418,3,Tier 3
1222,University of Cambridge,John Clarkson,4.6,4.0,26.94680508184659,2,Tier 4
1223,Georgia Institute of Technology,Prasad Dasi,2.6,0.2,0.6603081848864102,0,Tier 6
1224,Peking University,Yang Zhao,6.337500000000001,19.2,193.06284162469765,5,Tier 1
1225,Georgia Institute of Technology,Vladimir Tsukruk,9.893506493506491,7.7,135.1072110376742,5,Tier 1
1226,University of Pennsylvania,David M Lydon-staley,6.294736842105263,3.8,37.88833930403326,3,Tier 3
1227,National University of Singapore,Liu Yuxin,12.266666666666666,0.6,13.773980230811434,1,Tier 5
1228,Imperial College London,Nicolas Newell,3.0857142857142854,2.1,8.588433032960584,1,Tier 5
1229,University of Washington,Jennifer Davis,4.833333333333333,18.6,133.29730796470304,5,Tier 1
1230,University of Toronto,Cindi Morshead,6.131666666666666,6.0,57.89278231802992,4,Tier 2
1231,Shanghai Jiao Tong University,Puming Zhang,2.821875,3.2,11.703673382397355,1,Tier 5
1232,McGill University,Andrew Kirk,3.0875000000000004,0.8,3.2741509256441703,0,Tier 6
1233,Georgia Institute of Technology,Laura Hansen,4.441666666666667,1.2,7.7377322872059215,1,Tier 5
1234,Johns Hopkins University,Arvind Pathak,8.645833333333334,2.4,35.581136506317556,3,Tier 3
1235,Georgia Institute of Technology,Brandon Dixon,6.418867924528302,5.3,54.1500571349474,3,Tier 3
1236,University of Pittsburgh,Pi Shaohua,6.6000000000000005,0.7,7.405049388789516,1,Tier 5
1237,University of British Columbia,Denashahriari,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1238,Shanghai Jiao Tong University,Yan Guo,5.616315789473685,19.0,164.27368510053097,5,Tier 1
1239,Johns Hopkins University,Rama Chellappa,6.966666666666666,0.3,3.3954906894861447,0,Tier 6
1240,Tsinghua University,Cheng Jing,8.012162162162163,7.4,99.75137320052947,4,Tier 2
1241,University of Pittsburgh,Knight Katrina,6.075,1.2,11.444955249252674,1,Tier 5
1242,Duke University,Cassio M Fontes,8.781818181818183,1.1,16.62927198986785,1,Tier 5
1243,Tsinghua University,Song Xiaolei,2.8333333333333335,1.2,4.4111653238773085,0,Tier 6
1244,Duke University,Nenad Bursac,10.753623188405795,6.9,134.3669963169912,5,Tier 1
1245,University of California Berkeley,John Dueber,15.271428571428572,2.8,84.5293662353137,4,Tier 2
1246,University College London,Leonardo Rios Solis,5.35,0.8,6.509268926390234,0,Tier 6
1247,Massachusetts Institute of Technology,Robert Langer,17.63563829787234,18.8,679.4332992856016,5,Tier 1
1248,Columbia University,John Thomas Vaughan,3.477777777777778,0.9,4.274347181322369,0,Tier 6
1249,Shanghai Jiao Tong University,Xinyu Chai,3.489189189189189,3.7,17.644419383772455,2,Tier 4
1250,Duke University,William M Reichert,6.4,1.1,11.197411861040075,1,Tier 5
1251,University of Cambridge,Gabor Csanyi,8.828125,6.4,97.39026919860122,4,Tier 2
1252,University of Pittsburgh,Ravi B Patel,7.713333333333334,1.5,19.281636175958795,2,Tier 4
1253,Columbia University,Chirag Sachar,7.333333333333333,0.3,3.620328984979037,0,Tier 6
1254,University of Pennsylvania,Desmond Oathes,10.73611111111111,3.6,69.96184397932099,4,Tier 2
1255,Georgia Institute of Technology,Omer Inan,3.798765432098766,8.1,42.95741264210674,3,Tier 3
1256,University of Michigan,Karin Jensen,4.4,0.2,1.2745176122933457,0,Tier 6
1257,Georgia Institute of Technology,Peter Hesketh,7.749999999999999,0.4,5.172340646496347,0,Tier 6
1258,University of Pittsburgh,Williamson Ross,2.65,0.2,0.6762189516306392,0,Tier 6
1259,University of Oxford,Carlisle Robert,5.94,4.0,37.093092928176056,3,Tier 3
1260,Johns Hopkins University,Takanari Inoue,10.78888888888889,4.5,87.99001958394788,4,Tier 2
1261,University of Toronto,Rodrigo Fernandez-Gonzalez,6.725581395348838,4.3,46.572628202933174,3,Tier 3
1262,University of Pittsburgh,Kiani Samira,15.68888888888889,0.9,28.101709730648906,2,Tier 4
1263,Georgia Institute of Technology,Rafael Davalos,5.14,0.5,3.8696697549951073,0,Tier 6
1264,Johns Hopkins University,Justin Hanes,6.728181818181817,11.0,119.19686522198113,5,Tier 1
1265,Stanford University,Scott L Delp,7.691666666666667,9.6,122.96932857830922,5,Tier 1
1266,Carnegie Mellon University,Phil G Campbell,6.931818181818183,2.2,24.744668179739215,2,Tier 4
1267,National University of Singapore,Daniel Teh Boon Loong,8.25,0.2,2.7963880100229104,0,Tier 6
1268,Duke University,Yiyang Gong,7.115,2.0,23.240669042831602,2,Tier 4
1269,Northwestern University,David Kelso,2.2333333333333334,0.3,0.8190552335550331,0,Tier 6
1270,Duke University,Mikhail A Nikiforov,10.825,0.4,7.854071898442557,1,Tier 5
1271,University of Pittsburgh,Castagnola Elisa,5.642857142857143,1.4,12.175921940724974,1,Tier 5
1272,University of California Los Angeles,Anthony Christodoulou,3.797826086956522,4.6,24.38802734538041,2,Tier 4
1273,Columbia University,Elisa E Konofagou,5.06509433962264,10.6,80.54531580255559,4,Tier 2
1274,Massachusetts Institute of Technology,James G Fox,6.713333333333333,15.0,162.092911625481,5,Tier 1
1275,Johns Hopkins University,Wojciech Zbijewski,3.953703703703704,5.4,30.10571245181472,2,Tier 4
1276,University of California San Francisco,Jan Christoph,6.6000000000000005,0.7,7.405049388789516,1,Tier 5
1277,Imperial College London,Pedro Ballester,6.3428571428571425,0.7,7.046187613667931,0,Tier 6
1278,University of California San Diego,Nan Hao,6.206896551724138,2.9,28.41130169806291,2,Tier 4
1279,Duke University,Brenton D Hoffman,8.188888888888888,2.7,37.40201389138943,3,Tier 3
1280,Georgia Institute of Technology,Jay Patel,5.13125,1.6,12.356598934086165,1,Tier 5
1281,University of Pennsylvania,Louis J Soslowsky,4.503092783505155,9.7,63.62977002083803,4,Tier 2
1282,University of Toronto,Daniel Franklin,7.0,0.2,2.2772071863769,0,Tier 6
1283,University of Cambridge,Andrew Flewitt,5.193333333333333,1.5,11.759774861139306,1,Tier 5
1284,University of California Berkeley,Christopher Hernandez,9.4,0.1,1.6459241480533366,0,Tier 6
1285,University of Pittsburgh,Sharma Nitin,3.1333333333333333,1.2,5.002527614266481,0,Tier 6
1286,University of British Columbia,Michaelunderhill,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1287,Georgia Institute of Technology,Alex Abramson,0.7,0.1,0.06402838534600862,0,Tier 6
1288,Georgia Institute of Technology,Julien Meaud,2.855555555555556,0.9,3.340840768974063,0,Tier 6
1289,University of Pennsylvania,Bijan Pesaran,10.51,1.0,18.923584118297143,2,Tier 4
1290,University of Pennsylvania,Joel D Boerckel,5.403571428571428,2.8,23.06795800940106,2,Tier 4
1291,Duke University,Megan Madonna,4.887499999999999,0.8,5.81364421262435,0,Tier 6
1292,University of Oxford,He Liang,19.93,1.0,42.109891592452115,3,Tier 3
1293,University of Pittsburgh,Taboas Juan,3.6714285714285713,0.7,3.5574753061858466,0,Tier 6
1294,University of California Los Angeles,Jacob Rosen,3.875,0.4,2.1747013540549296,0,Tier 6
1295,Georgia Institute of Technology,Levi Wood,6.7024390243902445,4.1,44.21554131594869,3,Tier 3
1296,University of Pittsburgh,Smith Matthew,10.703947368421051,7.6,147.14433565493735,5,Tier 1
1297,University of California Berkeley,Leah Guthrie,20.6,0.1,4.388681111428526,0,Tier 6
1298,University of Sydney,Wei Chen,9.9625,4.0,70.79790545302998,4,Tier 2
1299,University of Pittsburgh,Urish Kenneth,3.880769230769231,5.2,28.323741133148154,2,Tier 4
1300,University of Michigan,Nicole Seiberlich,3.681578947368422,3.8,19.378771593079115,2,Tier 4
1301,University of California San Francisco,Jeffrey Lotz,3.4081395348837207,8.6,39.82402576467876,3,Tier 3
1302,University of Washington,Patrick M Boyle,6.831343283582089,6.7,73.99586303675443,4,Tier 2
1303,Harvard University,Samir Mitragotri,9.99037037037037,13.5,239.77878474297515,5,Tier 1
1304,University of California San Diego,Trey Ideker,13.733333333333334,14.7,388.6308624581667,5,Tier 1
1305,McGill University,Allen Ehrlicher,4.923333333333333,3.0,22.001146123236353,2,Tier 4
1306,Duke University,John H Sampson,10.860194174757282,10.3,203.0645965303322,5,Tier 1
1307,Georgia Institute of Technology,Minoru Shinohara,2.392857142857143,1.4,4.166525075325701,0,Tier 6
1308,Johns Hopkins University,Constanza Miranda,3.3166666666666664,0.6,2.685520877154448,0,Tier 6
1309,Peking University,Lei Chen,7.509326424870467,19.3,239.91562764768813,5,Tier 1
1310,Cornell University,Susan C Pannullo,4.128571428571428,2.1,12.358593515474702,1,Tier 5
1311,University of Pittsburgh,Sant Shilpa,6.424137931034483,2.9,29.65968737958184,2,Tier 4
1312,Nanyang Technological University,Hongwei Duan,9.385333333333332,7.5,123.2035978978709,5,Tier 1
1313,University of Tokyo,Hironori Hojo,7.079999999999998,4.5,51.97016382986045,3,Tier 3
1314,University of Sydney,Daria Anderson,3.04,0.5,2.007067524440209,0,Tier 6
1315,Johns Hopkins University,Laura Ensign-Hodges,7.824698795180722,16.6,217.24141554408448,5,Tier 1
1316,University of Washington,Xiaohu Gao,11.446153846153848,3.9,82.10868194692473,4,Tier 2
1317,University of Oxford,Tarassenko Lionel,4.966666666666667,10.8,80.07648892751824,4,Tier 2
1318,ETH Zurich,Razansky Daniel,6.875824175824176,9.1,101.32050498000311,4,Tier 2
1319,Georgia Institute of Technology,Candace Fleischer,4.244999999999999,2.0,12.186447276301035,1,Tier 5
1320,University of Tokyo,Shunji Mitsuyoshi,2.0,0.9,2.1405728070048977,0,Tier 6
1321,University of Cambridge,George Malliaras,10.75,6.8,132.36388116258416,5,Tier 1
1322,University of Cambridge,Athina Markaki,8.8375,1.6,24.37989136834937,2,Tier 4
1323,Duke University,Michael D Lynch,4.165217391304347,2.3,13.685949316926841,1,Tier 5
1324,Carnegie Mellon University,Rebecca E Taylor,7.081249999999999,1.6,18.482358573178228,2,Tier 4
1325,University of California San Francisco,Diane Jorkasky,30.9,0.1,7.285311056022393,1,Tier 5
1326,Stanford University,Mark A Skylar-scott,13.940000000000001,0.5,13.467856227264026,1,Tier 5
1327,Georgia Institute of Technology,Corey Wilson,12.450000000000001,1.6,37.418094885466914,3,Tier 3
1328,University of Washington,Marta Scatena,9.700000000000001,1.4,23.965842645693588,2,Tier 4
1329,University of Pittsburgh,Dutta Partha,11.165384615384616,2.6,53.06589065441577,3,Tier 3
1330,University of British Columbia,Fabiorossi,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1331,University of British Columbia,Anthonychan,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1332,University of Michigan,Tim Bruns,3.6107142857142867,2.8,13.936362576026431,1,Tier 5
1333,Cornell University,Claudia Fischbach,8.96166666666667,6.0,93.03304440441988,4,Tier 2
1334,Imperial College London,Periklis Pantazis,7.728571428571429,0.7,9.02032263297784,1,Tier 5
1335,Johns Hopkins University,Wayne Mitzner,5.645454545454545,4.4,38.28920245101448,3,Tier 3
1336,Columbia University,Gordana Vunjak-novakovic,10.396855345911948,15.9,296.8415059986061,5,Tier 1
1337,University of Pittsburgh,Konig Gerhardt,3.5499999999999994,0.6,2.9237261472001737,0,Tier 6
1338,University of British Columbia,Alexander Weber,2.67,1.0,3.413021913546161,0,Tier 6
1339,University of Toronto,Rafael Montenegro Burke,15.38,0.5,15.228790902199922,1,Tier 5
1340,University of California Los Angeles,Neil Lin,5.377777777777777,0.9,7.370485136074576,1,Tier 5
1341,National University of Singapore,Qiu Anqi,4.657272727272727,11.0,75.25879728511987,4,Tier 2
1342,National University of Singapore,Leo Hwa Liang,3.7999999999999994,8.4,44.56652600668524,3,Tier 3
1343,Carnegie Mellon University,Gary K Fedder,5.1,0.8,6.1313019871940195,0,Tier 6
1344,Columbia University,Stavros Thomopoulos,6.575,7.6,80.01718866215383,4,Tier 2
1345,Georgia Institute of Technology,Susan Thomas,10.007407407407404,5.4,96.1160103438547,4,Tier 2
1346,University of Cambridge,Graham Treece,5.052631578947368,1.9,14.392977320515909,1,Tier 5
1347,Duke University,Bruce Klitzman,5.377272727272727,2.2,18.014626430362696,2,Tier 4
1348,University of Pittsburgh,Huppert Theodore,3.7030303030303027,6.6,33.903186452604764,3,Tier 3
1349,Johns Hopkins University,Kechen Zhang,6.3428571428571425,1.4,14.092375227335863,1,Tier 5
1350,National University of Singapore,Andy Tay,8.84375,3.2,48.8028910220792,3,Tier 3
1351,Shanghai Jiao Tong University,Zhou Chen,6.278999999999999,10.0,99.39467175576326,4,Tier 2
1352,Johns Hopkins University,Paul Fuchs,3.7086956521739127,2.3,11.83734567118022,1,Tier 5
1353,University of Hong Kong,Daisy K Shum,4.235000000000001,2.0,12.150573139994096,1,Tier 5
1354,Georgia Institute of Technology,William D Hunt,3.8,0.1,0.5305538810319672,0,Tier 6
1355,University of Toronto,Deryk Beal,2.6800000000000006,3.0,10.287023862500469,1,Tier 5
1356,Shanghai Jiao Tong University,Hong Xu,5.136363636363637,18.7,144.59767497048006,5,Tier 1
1357,University of Washington,Charles E Murry,11.230188679245284,10.6,217.9162824506011,5,Tier 1
1358,Peking University,Peng Xi,8.217894736842105,9.5,132.1826099821665,5,Tier 1
1359,University of British Columbia,Lynnraymond,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1360,University of Washington,Ruikang Wang,3.4051813471502594,19.3,89.27556680905218,4,Tier 2
1361,University of Michigan,Connie Wu,9.3,1.5,24.36099063088121,2,Tier 4
1362,University of Pittsburgh,Falo Louis,6.041860465116278,4.3,40.73163276474456,3,Tier 3
1363,Stanford University,Emma Lundberg,24.208333333333336,3.6,193.31191100607512,5,Tier 1
1364,Johns Hopkins University,Annie Kathuria,5.65,0.2,1.7421700982006105,0,Tier 6
1365,University of Cambridge,Andrew Gee,5.18125,1.6,12.507288496740706,1,Tier 5
1366,University of California Los Angeles,Zili Liu,2.45,2.2,6.743421189751176,0,Tier 6
1367,Georgia Institute of Technology,Lily Cheung,7.511111111111112,0.9,11.191099126368353,1,Tier 5
1368,University of Pittsburgh,Tamer S Ibrahim,3.560714285714286,2.8,13.695548810140247,1,Tier 5
1369,University of Washington,Paul Yager,6.763636363636362,2.2,23.996505046109732,2,Tier 4
1370,Duke University,Jennifer M Groh,4.277777777777778,1.8,11.073764419193667,1,Tier 5
1371,University of California San Diego,Robert Weinreb,4.302617801047122,19.1,118.35846642224706,4,Tier 2
1372,Shanghai Jiao Tong University,Shanbao Tong,3.6,6.7,33.22407730888426,3,Tier 3
1373,University of Sydney,Zufu Lu,7.203571428571428,2.8,33.044019131229234,3,Tier 3
1374,University of Washington,Suzie H Pun,8.984705882352939,8.5,132.2204883350922,5,Tier 1
1375,University of California Los Angeles,Dan Ruan,3.481372549019607,10.2,48.50519975408754,3,Tier 3
1376,University of California San Francisco,Su Guo,6.105882352941177,3.4,32.63356026952785,2,Tier 4
1377,Peking University,Shuai Na,15.4,0.3,9.152129481683138,1,Tier 5
1378,University of British Columbia,Markcembrowski,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1379,Rice University,Kevin Mchugh,14.45,2.0,56.34622232527145,4,Tier 2
1380,University of California San Diego,Sheng Zhong,14.055813953488375,4.3,117.02764232497789,4,Tier 2
1381,Georgia Institute of Technology,John Oshinski,3.252542372881356,5.9,25.770967040803907,2,Tier 4
1382,University of California San Diego,Shu Chien,10.829213483146068,8.9,174.83812919326462,5,Tier 1
1383,University of California San Diego,Francisco Contijoch,3.8848484848484843,3.3,17.998302488372836,2,Tier 4
1384,University of Pittsburgh,Sun Mingui,2.92156862745098,5.1,19.48006005775673,2,Tier 4
1385,Stanford University,Bo Wang,11.266666666666666,6.3,130.04236417962213,5,Tier 1
1386,University of British Columbia,Jamespiret,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1387,Imperial College London,Chris Rowlands,2.4,0.1,0.29871982909846956,0,Tier 6
1388,Northwestern University,Matthew Tresch,4.363157894736841,1.9,11.98132263150522,1,Tier 5
1389,Shanghai Jiao Tong University,Zhifeng Shao,6.712307692307693,6.5,70.22684811483485,4,Tier 2
1390,University of Toronto,Ren-Ke Li ,7.895604395604396,9.1,120.44065744305267,5,Tier 1
1391,Georgia Institute of Technology,Erin Buckley,4.4676470588235295,3.4,22.083987267082026,2,Tier 4
1392,University of Michigan,Brian Love,18.78333333333333,0.6,23.46211085639535,2,Tier 4
1393,University of California San Diego,Bruce Wheeler,3.4799999999999995,0.5,2.3765341496023864,0,Tier 6
1394,University of Pennsylvania,Jason A Burdick,10.277380952380952,16.8,309.14508792448265,5,Tier 1
1395,Duke University,Wuwei Feng,5.754,5.0,44.55868096450772,3,Tier 3
1396,University of California San Diego,Bogdan Bintu,33.9,0.2,16.359861339351237,1,Tier 5
1397,Georgia Institute of Technology,Boris Prilutsky,2.292105263157895,3.8,10.717087945847972,1,Tier 5
1398,Georgia Institute of Technology,Suman Das,7.3500000000000005,0.6,7.261233861456573,0,Tier 6
1399,University College London,Darren Nesbeth,4.362962962962963,2.7,17.02513922235614,1,Tier 5
1400,University of California Los Angeles,Tanuj Gulati,6.199999999999999,0.6,5.870037318395977,0,Tier 6
1401,Georgia Institute of Technology,Shuyi Nie,5.683333333333334,1.2,10.530164527005393,1,Tier 5
1402,University of Tokyo,Yasuyuki Sakai,4.096330275229358,10.9,63.521420952289354,4,Tier 2
1403,Georgia Institute of Technology,Gabriel A Kwong,16.265217391304343,2.3,75.12814681633131,4,Tier 2
1404,Georgia Institute of Technology,Philip Santangelo,13.663333333333332,6.0,157.6148307182046,5,Tier 1
1405,Johns Hopkins University,Patrick Cahan,11.842857142857142,4.2,92.27199352007776,4,Tier 2
1406,University of Michigan,James Grotberg,4.265217391304348,2.3,14.097895927342796,1,Tier 5
1407,University of Cambridge,Vikram Deshpande,14.683116883116885,7.7,221.3163734390522,5,Tier 1
1408,Shanghai Jiao Tong University,Xiang Ji,4.028124999999999,3.2,18.261172212223496,2,Tier 4
1409,Shanghai Jiao Tong University,Xiaoxia Fang,6.414285714285713,0.7,7.1455130422477025,0,Tier 6
1410,Georgia Institute of Technology,May D Wang,4.750847457627118,5.9,41.38241858376759,3,Tier 3
1411,Carnegie Mellon University,Kenji Shimada,2.6176470588235294,1.7,5.660278282110862,0,Tier 6
1412,University of California Los Angeles,Paul Weiss,13.088288288288288,11.1,276.3290502052416,5,Tier 1
1413,University of California San Francisco,Maria Correia,4.104166666666667,2.4,14.019821288690808,1,Tier 5
1414,Georgia Institute of Technology,Garrett Stanley,5.187096774193548,3.1,24.267058219316493,2,Tier 4
1415,University of Washington,Robbie Wong,9.125,0.4,6.343823373629142,0,Tier 6
1416,University of British Columbia,Machielvan D Loos,20.11428571428571,0.7,29.818020466809266,2,Tier 4
1417,Northwestern University,Matthew Glucksberg,3.3428571428571425,0.7,3.16406438106664,0,Tier 6
1418,University of California Los Angeles,Weizhe Hong,15.123529411764707,1.7,50.700864606364725,3,Tier 3
1419,University of Michigan,Xudong Fan,6.97936507936508,6.3,71.4678051478097,4,Tier 2
1420,Imperial College London,Rylie Green,6.447619047619048,2.1,21.575879440885153,2,Tier 4
1421,University of Pittsburgh,Duncan Andrew,4.9772727272727275,2.2,16.355430456944777,1,Tier 5
1422,Johns Hopkins University,Lewis Romer,6.470833333333334,2.4,24.769173156795173,2,Tier 4
1423,University of Pennsylvania,Vivek Shenoy,11.736734693877553,9.8,212.89241334541273,5,Tier 1
1424,University of California San Francisco,Adam Abate,9.613186813186815,9.1,154.0372014934466,5,Tier 1
1425,University of California Los Angeles,Hsian-rong Tseng,7.913846153846155,6.5,86.27756125825323,4,Tier 2
1426,University of Hong Kong,Ka-Wai Kwok,6.036363636363637,2.2,20.81574330281613,2,Tier 4
1427,Georgia Institute of Technology,Anant Madabhushi,8.292307692307691,3.9,54.87933847962574,3,Tier 3
1428,National University of Singapore,Chen-Hua Yeow,4.318181818181818,3.3,20.541875629486693,2,Tier 4
1429,University of Oxford,Bergmann Jeroen,3.8959999999999995,2.5,13.684019800545537,1,Tier 5
1430,University of Cambridge,Rich Turner,23.92105263157895,3.8,201.02911228223078,5,Tier 1
1431,Stanford University,Jennifer R Cochran,11.875806451612902,6.2,136.68491222613284,5,Tier 1
1432,University of Michigan,C Alberto Figueroa,3.9109375,6.4,35.19906022918717,3,Tier 3
1433,University of Pittsburgh,Sundd Prithu,9.335897435897435,3.9,63.644326774889535,4,Tier 2
1434,University of Pittsburgh,Kulkarni Mangesh,3.5,0.1,0.47872383995358314,0,Tier 6
1435,University of British Columbia,Sidfels,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1436,University of British Columbia,Kurthaas,6.157458563535913,18.1,175.56197074261337,5,Tier 1
1437,University of Pennsylvania,Sydney Shaffer,16.099999999999998,1.9,61.27537051549606,4,Tier 2
1438,Duke University,Ken Gall,6.447916666666667,4.8,49.31914140243192,3,Tier 3
1439,University of Pittsburgh,Alavi Amir,10.069999999999999,2.0,35.87705892150037,3,Tier 3
1440,University of Washington,Azadeh Yazdan-shahmorad,4.43448275862069,2.9,18.661721816072824,2,Tier 4
1441,Johns Hopkins University,Kalina Hristova,6.116666666666666,7.8,75.03054827836327,4,Tier 2
1442,University of Pittsburgh,Rose Jason,7.540000000000001,1.5,18.741547216205056,2,Tier 4
1443,University of Pittsburgh,Nishikawa Robert,3.1607142857142856,2.8,11.800205770287196,1,Tier 5
1444,Johns Hopkins University,Stephanie Hicks,8.857999999999999,5.0,76.40813498080507,4,Tier 2
1445,Duke University,Pengfei Song,5.6000000000000005,0.3,2.5843795061732213,0,Tier 6
1446,Columbia University,Henry Hess,14.1,2.8,76.50360882564887,4,Tier 2
1447,Columbia University,Nandan Nerurkar,12.718181818181819,1.1,26.41946214186995,2,Tier 4
1448,Duke University,George A Truskey,6.74313725490196,5.1,55.417595167106576,3,Tier 3
1449,Duke University,Kathryn R Nightingale,2.740625,3.2,11.283971929831765,1,Tier 5
1450,University of Pennsylvania,Paul Ducheyne,7.850000000000001,0.6,7.8838494303336475,1,Tier 5
1451,Shanghai Jiao Tong University,Liming Li,7.343396226415095,10.6,128.13774230288055,5,Tier 1
1452,Imperial College London,Tom Ellis,12.230769230769235,5.2,118.93798008973548,5,Tier 1
1453,Johns Hopkins University,Sharon Gerecht,8.095238095238095,8.4,114.70076629863453,4,Tier 2
